Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	Project_title	Project_des
NA	NA	NA	NA	SAMEA5071870	PRJEB29567	root	NA	NA	RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed	GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.
NA	NA	NA	NA	SAMEA5071871	PRJEB29567	root	NA	NA	RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed	GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.
NA	NA	NA	NA	SAMEA5071872	PRJEB29567	root	NA	NA	RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed	GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.
NA	NA	NA	NA	SAMEA5071873	PRJEB29567	root	NA	NA	RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed	GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.
NA	NA	NA	NA	SAMEA5071876	PRJEB29567	root	NA	NA	RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed	GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.
NA	NA	NA	NA	SAMEA5071877	PRJEB29567	root	NA	NA	RNA-seq of soybean hairy roots in which GmMYB176 transcription factor was silenced or overexpressed	GmMYB176, an R1 MYB transcription factor regulates isoflavonoid biosynthesis in soybean. In the current experiment, GmMYB176 was silenced (GmMYB176-Si) or overexpressed (GmMYB176-OE) in soybean hairy roots and their effect on transcriptome was studied. RNA-Seq analyses of GmMYB176-Si and GmMYB176-OE along with control non-transformed soybean hairy roots revealed that alteration of gene expression of GmMYB176 affects gene regulation of hundreds of genes in soybean.
NA	NA	NA	NA	SAMN00265087	PRJNA140081	flower	Floral buds	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265084	PRJNA140081	leaves	Trifoliate leaves	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265085	PRJNA140081	root	root	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN07457101	PRJNA140081	seed	Soybean seeds containing late-maturation-stage embryos	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265079	PRJNA140081	seed	Soybean seeds containing globular-stage embryos	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265080	PRJNA140081	seed	Soybean seeds containing heart-stage embryos	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265081	PRJNA140081	seed	Soybean seeds containing cotyledon-stage embryos	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265082	PRJNA140081	seed	Soybean seeds containing early-maturation stage seeds	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN00265083	PRJNA140081	seed	Dry seeds	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
NA	NA	NA	NA	SAMN07457100	PRJNA140081	seed	Soybean seeds containing mid-maturation-stage embryos	NA	Genome-Wide Transcript Profiling During Soybean Seed Development and Throughout the Soybean Life Cycle	We report the genome-wide transcriptome of soybean seeds across several stages of seed development and the entire life cycle using Illumina high-throughput sequencing technology. Specifically, we profiled whole seeds containing globular-stage, heart-stage, cotyledon-stage, early maturation-stage, mid-maturation-stage, and late-maturation-stage embryos. We also profiled dry soybean seeds, and vegetative and reproductive tissues including leaves, roots, stems, seedlings, and floral buds. Overall design: IIllumina sequencing of transcripts from whole seeds at five stages of seed development (globular, heart, cotyledon, early-maturation, mid-maturation, late-maturation, dry), and vegetative (leaves, roots, stems, seedlings) and reproductive (floral buds) tissues.
