V2	V1
Glyma.01G095900	Glyma01g11180
Glyma.01G096000	Glyma01g11390
Glyma.01G096100	Glyma01g11473
Glyma.01G096200	Glyma01g11640
Glyma.06G220000	Glyma01g11755
Glyma.06G219900	Glyma01g11870
Glyma.01G096300	Glyma01g12340
Glyma.01G096600	Glyma01g12740
Glyma.01G096700	Glyma01g12840
Glyma.01G096800	Glyma01g12940
Glyma.01G096900	Glyma01g12955
Glyma.01G097000	Glyma01g12970
Glyma.01G097100	Glyma01g13170
Glyma.01G074300	Glyma01g13400
Glyma.01G074200	Glyma01g13410
Glyma.01G074000	Glyma01g13654
Glyma.01G073900	Glyma01g13777
Glyma.01G073600	Glyma01g13900
Glyma.01G073400	Glyma01g13945
Glyma.01G073300	Glyma01g13960
Glyma.01G073200	Glyma01g14266
Glyma.01G074700	Glyma01g14373
Glyma.01G074800	Glyma01g14480
Glyma.01G075000	Glyma01g14500
Glyma.01G075100	Glyma01g14700
Glyma.01G075300	Glyma01g14733
Glyma.01G075400	Glyma01g14800
Glyma.01G075600	Glyma01g14905
Glyma.01G075700	Glyma01g15010
Glyma.01G075800	Glyma01g15134
Glyma.01G075900	Glyma01g15258
Glyma.01G076000	Glyma01g15382
Glyma.01G076100	Glyma01g15506
Glyma.01G076200	Glyma01g15630
Glyma.01G076300	Glyma01g15687
Glyma.01G076500	Glyma01g15744
Glyma.01G076600	Glyma01g15802
Glyma.01G076700	Glyma01g15860
Glyma.01G076900	Glyma01g15930
Glyma.01G077000	Glyma01g16140
Glyma.01G077100	Glyma01g16360
Glyma.01G077200	Glyma01g16370
Glyma.01G077300	Glyma01g16380
Glyma.01G077400	Glyma01g16526
Glyma.01G077500	Glyma01g16673
Glyma.01G077600	Glyma01g16820
Glyma.01G077700	Glyma01g17030
Glyma.01G077900	Glyma01g17230
Glyma.01G078000	Glyma01g17240
Glyma.01G078100	Glyma01g17271
Glyma.01G078200	Glyma01g17300
Glyma.01G078300	Glyma01g17330
Glyma.01G078400	Glyma01g17350
Glyma.01G078600	Glyma01g17580
Glyma.01G078700	Glyma01g17590
Glyma.01G078800	Glyma01g17820
Glyma.01G079100	Glyma01g17850
Glyma.01G079300	Glyma01g17870
Glyma.01G079400	Glyma01g17880
Glyma.01G079500	Glyma01g18040
Glyma.01G079600	Glyma01g18200
Glyma.01G079700	Glyma01g18360
Glyma.01G079800	Glyma01g18520
Glyma.01G079900	Glyma01g18606
Glyma.01G080000	Glyma01g18693
Glyma.01G080200	Glyma01g18780
Glyma.01G080300	Glyma01g18885
Glyma.01G080400	Glyma01g19200
Glyma.01G080500	Glyma01g19420
Glyma.01G080600	Glyma01g19820
Glyma.01G080700	Glyma01g20030
Glyma.01G080800	Glyma01g20130
Glyma.01G080900	Glyma01g20230
Glyma.01G081000	Glyma01g20306
Glyma.01G081100	Glyma01g20383
Glyma.01G081300	Glyma01g20460
Glyma.01G081400	Glyma01g20565
Glyma.01G081500	Glyma01g20670
Glyma.01G081600	Glyma01g20700
Glyma.01G081700	Glyma01g20710
Glyma.01G081900	Glyma01g20720
Glyma.01G082000	Glyma01g20740
Glyma.01G082100	Glyma01g20751
Glyma.01G082200	Glyma01g20760
Glyma.01G082400	Glyma01g20775
Glyma.01G082500	Glyma01g20790
Glyma.01G082600	Glyma01g20800
Glyma.01G082700	Glyma01g20811
Glyma.01G082900	Glyma01g20820
Glyma.01G083000	Glyma01g20860
Glyma.01G083100	Glyma01g20870
Glyma.01G083200	Glyma01g20885
Glyma.01G083300	Glyma01g20900
Glyma.01G083500	Glyma01g20935
Glyma.01G083700	Glyma01g20950
Glyma.01G083900	Glyma01g20970
Glyma.01G084000	Glyma01g20980
Glyma.01G084100	Glyma01g21000
Glyma.01G084200	Glyma01g21120
Glyma.01G084500	Glyma01g21360
Glyma.01G084600	Glyma01g21480
Glyma.01G084700	Glyma01g21500
Glyma.01G084800	Glyma01g21510
Glyma.01G085000	Glyma01g21521
Glyma.01G085200	Glyma01g21530
Glyma.01G085400	Glyma01g21570
Glyma.01G085600	Glyma01g21580
Glyma.01G085700	Glyma01g21590
Glyma.01G085800	Glyma01g21620
Glyma.01G085900	Glyma01g21630
Glyma.01G086000	Glyma01g21660
Glyma.01G086400	Glyma01g21762
Glyma.01G086600	Glyma01g21831
Glyma.01G086700	Glyma01g21900
Glyma.01G086800	Glyma01g22120
Glyma.01G086900	Glyma01g22160
Glyma.01G087000	Glyma01g22170
Glyma.01G087300	Glyma01g22195
Glyma.01G087400	Glyma01g22210
Glyma.01G087500	Glyma01g22260
Glyma.01G087600	Glyma01g22333
Glyma.01G087700	Glyma01g22406
Glyma.01G087800	Glyma01g22480
Glyma.01G087900	Glyma01g22490
Glyma.01G088200	Glyma01g22510
Glyma.01G088300	Glyma01g22530
Glyma.01G088500	Glyma01g22554
Glyma.01G088800	Glyma01g22567
Glyma.01G089000	Glyma01g22580
Glyma.01G089100	Glyma01g22600
Glyma.01G089200	Glyma01g22610
Glyma.01G089300	Glyma01g22620
Glyma.01G089500	Glyma01g22630
Glyma.01G089600	Glyma01g22641
Glyma.01G089700	Glyma01g22650
Glyma.01G089800	Glyma01g22670
Glyma.01G089900	Glyma01g22680
Glyma.01G090100	Glyma01g22710
Glyma.01G090200	Glyma01g22730
Glyma.01G090400	Glyma01g22751
Glyma.01G090700	Glyma01g22800
Glyma.01G090900	Glyma01g22830
Glyma.01G091000	Glyma01g22840
Glyma.01G091100	Glyma01g22850
Glyma.01G091200	Glyma01g22861
Glyma.01G091300	Glyma01g22871
Glyma.01G091400	Glyma01g22880
Glyma.01G091500	Glyma01g22927
Glyma.01G091600	Glyma01g22944
Glyma.01G091700	Glyma01g22962
Glyma.01G091800	Glyma01g22990
Glyma.01G092300	Glyma01g23040
Glyma.01G092400	Glyma01g23056
Glyma.01G092600	Glyma01g23072
Glyma.01G092900	Glyma01g23140
Glyma.01G093000	Glyma01g23150
Glyma.01G093100	Glyma01g23180
Glyma.01G093200	Glyma01g23196
Glyma.01G093300	Glyma01g23213
Glyma.01G093400	Glyma01g23230
Glyma.01G093500	Glyma01g23250
Glyma.01G093700	Glyma01g23342
Glyma.01G093800	Glyma01g23384
Glyma.01G094000	Glyma01g23470
Glyma.01G094100	Glyma01g23534
Glyma.01G094200	Glyma01g23598
Glyma.01G094400	Glyma01g23662
Glyma.01G097200	Glyma01g23726
Glyma.01G097400	Glyma01g23790
Glyma.01G097500	Glyma01g23820
Glyma.01G097700	Glyma01g23830
Glyma.01G097900	Glyma01g23870
Glyma.01G098000	Glyma01g24100
Glyma.01G098200	Glyma01g24115
Glyma.01G098300	Glyma01g24143
Glyma.01G098400	Glyma01g24150
Glyma.01G098500	Glyma01g24160
Glyma.01G098700	Glyma01g24360
Glyma.01G099100	Glyma01g24430
Glyma.01G099200	Glyma01g24455
Glyma.01G099400	Glyma01g24480
Glyma.01G099500	Glyma01g24495
Glyma.01G099600	Glyma01g24510
Glyma.01G099700	Glyma01g24520
Glyma.01G099800	Glyma01g24530
Glyma.01G099900	Glyma01g24536
Glyma.01G100000	Glyma01g24543
Glyma.01G100100	Glyma01g24550
Glyma.01G100200	Glyma01g24570
Glyma.01G100400	Glyma01g24580
Glyma.01G100600	Glyma01g24601
Glyma.01G100900	Glyma01g24650
Glyma.01G101000	Glyma01g24670
Glyma.01G101100	Glyma01g24710
Glyma.01G101200	Glyma01g24715
Glyma.01G101300	Glyma01g24750
Glyma.01G101400	Glyma01g24771
Glyma.01G101600	Glyma01g24811
Glyma.01G101800	Glyma01g24820
Glyma.01G101900	Glyma01g24835
Glyma.01G102100	Glyma01g24850
Glyma.01G102200	Glyma01g24870
Glyma.01G102300	Glyma01g24880
Glyma.01G102400	Glyma01g24900
Glyma.01G102500	Glyma01g24915
Glyma.01G102600	Glyma01g24931
Glyma.01G102700	Glyma01g24945
Glyma.01G102900	Glyma01g25000
Glyma.01G103100	Glyma01g25010
Glyma.01G103200	Glyma01g25040
Glyma.01G103400	Glyma01g25193
Glyma.01G103500	Glyma01g25270
Glyma.01G104100	Glyma01g25690
Glyma.01G104200	Glyma01g25710
Glyma.01G104600	Glyma01g25782
Glyma.01G104800	Glyma01g25830
Glyma.01G104900	Glyma01g25861
Glyma.01G105000	Glyma01g25890
Glyma.01G105100	Glyma01g25903
Glyma.01G105300	Glyma01g25916
Glyma.01G105400	Glyma01g25930
Glyma.01G105500	Glyma01g25940
Glyma.01G105600	Glyma01g25960
Glyma.01G105800	Glyma01g25980
Glyma.01G105900	Glyma01g26010
Glyma.01G106000	Glyma01g26220
Glyma.01G106100	Glyma01g26230
Glyma.01G106200	Glyma01g26300
Glyma.01G106400	Glyma01g26325
Glyma.01G106500	Glyma01g26340
Glyma.01G106600	Glyma01g26350
Glyma.01G106700	Glyma01g26360
Glyma.01G106800	Glyma01g26570
Glyma.01G106900	Glyma01g26580
Glyma.01G107000	Glyma01g26590
Glyma.01G107100	Glyma01g26600
Glyma.01G107300	Glyma01g26606
Glyma.01G107400	Glyma01g26613
Glyma.01G107500	Glyma01g26650
Glyma.01G107700	Glyma01g26670
Glyma.01G107900	Glyma01g26690
Glyma.01G108000	Glyma01g26700
Glyma.01G108200	Glyma01g26750
Glyma.01G108300	Glyma01g26783
Glyma.01G108500	Glyma01g26813
Glyma.01G108600	Glyma01g26826
Glyma.01G108700	Glyma01g26840
Glyma.01G108800	Glyma01g26860
Glyma.01G103600	Glyma01g26900
Glyma.01G109000	Glyma01g26915
Glyma.01G109100	Glyma01g26930
Glyma.01G109200	Glyma01g26940
Glyma.01G109300	Glyma01g26950
Glyma.01G109400	Glyma01g26961
Glyma.01G109500	Glyma01g26970
Glyma.01G109600	Glyma01g26981
Glyma.01G109700	Glyma01g26990
Glyma.01G109800	Glyma01g27005
Glyma.01G110000	Glyma01g27020
Glyma.01G110100	Glyma01g27040
Glyma.01G110200	Glyma01g27060
Glyma.01G110300	Glyma01g27110
Glyma.01G110400	Glyma01g27120
Glyma.01G110500	Glyma01g27130
Glyma.01G110600	Glyma01g27170
Glyma.01G110900	Glyma01g27200
Glyma.01G111000	Glyma01g27215
Glyma.01G111200	Glyma01g27240
Glyma.01G111300	Glyma01g27250
Glyma.01G111400	Glyma01g27260
Glyma.01G111500	Glyma01g27280
Glyma.01G111700	Glyma01g27301
Glyma.01G111800	Glyma01g27310
Glyma.01G111900	Glyma01g27360
Glyma.01G112000	Glyma01g27385
Glyma.01G112100	Glyma01g27410
Glyma.01G112200	Glyma01g27440
Glyma.01G112300	Glyma01g27455
Glyma.01G112400	Glyma01g27470
Glyma.01G112500	Glyma01g27490
Glyma.01G112600	Glyma01g27710
Glyma.01G112700	Glyma01g27720
Glyma.01G112800	Glyma01g27765
Glyma.01G112900	Glyma01g27810
Glyma.01G113000	Glyma01g27840
Glyma.01G113100	Glyma01g27890
Glyma.01G113200	Glyma01g27900
Glyma.01G113300	Glyma01g27910
Glyma.01G113400	Glyma01g27970
Glyma.01G113800	Glyma01g28026
Glyma.01G113600	Glyma01g28082
Glyma.01G113900	Glyma01g28253
Glyma.01G114100	Glyma01g28353
Glyma.01G114300	Glyma01g28396
Glyma.01G114400	Glyma01g28440
Glyma.01G114600	Glyma01g28480
Glyma.01G114700	Glyma01g28491
Glyma.01G114800	Glyma01g28500
Glyma.01G114900	Glyma01g28511
Glyma.01G115000	Glyma01g28520
Glyma.01G115100	Glyma01g28550
Glyma.01G115300	Glyma01g28626
Glyma.01G115500	Glyma01g28703
Glyma.01G115600	Glyma01g28780
Glyma.01G115700	Glyma01g28800
Glyma.01G115800	Glyma01g28805
Glyma.01G115900	Glyma01g28810
Glyma.01G116000	Glyma01g28820
Glyma.01G116100	Glyma01g28830
Glyma.01G116200	Glyma01g28841
Glyma.01G116300	Glyma01g28850
Glyma.01G116700	Glyma01g28880
Glyma.01G116800	Glyma01g28890
Glyma.01G117000	Glyma01g28936
Glyma.01G117100	Glyma01g28983
Glyma.01G117200	Glyma01g29030
Glyma.01G117600	Glyma01g29091
Glyma.01G117700	Glyma01g29131
Glyma.01G117800	Glyma01g29150
Glyma.01G117900	Glyma01g29171
Glyma.01G118000	Glyma01g29190
Glyma.01G118100	Glyma01g29255
Glyma.01G118200	Glyma01g29280
Glyma.01G118300	Glyma01g29305
Glyma.01G118400	Glyma01g29330
Glyma.01G118900	Glyma01g29378
Glyma.01G119000	Glyma01g29394
Glyma.01G119300	Glyma01g29410
Glyma.01G119400	Glyma01g29420
Glyma.01G119500	Glyma01g29470
Glyma.01G119600	Glyma01g29480
Glyma.01G119700	Glyma01g29495
Glyma.01G119800	Glyma01g29511
Glyma.01G119900	Glyma01g29540
Glyma.01G120000	Glyma01g29570
Glyma.01G120100	Glyma01g29580
Glyma.01G120200	Glyma01g29600
Glyma.01G120300	Glyma01g29615
Glyma.01G120400	Glyma01g29630
Glyma.01G120600	Glyma01g29643
Glyma.01G120700	Glyma01g29656
Glyma.01G120800	Glyma01g29670
Glyma.01G120900	Glyma01g29715
Glyma.01G121000	Glyma01g29760
Glyma.01G121100	Glyma01g29816
Glyma.01G121200	Glyma01g29873
Glyma.09G107100	Glyma01g29930
Glyma.09G107000	Glyma01g29950
Glyma.09G106900	Glyma01g29970
Glyma.09G106700	Glyma01g30000
Glyma.09G106600	Glyma01g30010
Glyma.09G106500	Glyma01g30030
Glyma.09G106100	Glyma01g30060
Glyma.01G121300	Glyma01g30300
Glyma.01G121400	Glyma01g30320
Glyma.01G121600	Glyma01g30335
Glyma.01G121700	Glyma01g30350
Glyma.01G121800	Glyma01g30370
Glyma.01G122000	Glyma01g30390
Glyma.01G122100	Glyma01g30400
Glyma.01G122200	Glyma01g30431
Glyma.01G122300	Glyma01g30485
Glyma.01G122400	Glyma01g30511
Glyma.01G122500	Glyma01g30535
Glyma.01G122700	Glyma01g30560
Glyma.01G122800	Glyma01g30610
Glyma.01G122900	Glyma01g30626
Glyma.01G123000	Glyma01g30660
Glyma.01G123100	Glyma01g30670
Glyma.01G123300	Glyma01g30910
Glyma.01G123400	Glyma01g30920
Glyma.01G123500	Glyma01g30982
Glyma.01G123600	Glyma01g31044
Glyma.01G123900	Glyma01g31170
Glyma.01G124000	Glyma01g31180
Glyma.01G124100	Glyma01g31230
Glyma.01G124200	Glyma01g31260
Glyma.01G124300	Glyma01g31270
Glyma.01G124400	Glyma01g31275
Glyma.01G124500	Glyma01g31300
Glyma.01G124700	Glyma01g31320
Glyma.01G124900	Glyma01g31360
Glyma.01G125000	Glyma01g31370
Glyma.01G125200	Glyma01g31480
Glyma.01G125300	Glyma01g31520
Glyma.01G125400	Glyma01g31550
Glyma.01G125600	Glyma01g31570
Glyma.01G125700	Glyma01g31581
Glyma.01G125800	Glyma01g31590
Glyma.01G125900	Glyma01g31600
Glyma.01G126000	Glyma01g31610
Glyma.01G126200	Glyma01g31630
Glyma.01G126300	Glyma01g31636
Glyma.01G126400	Glyma01g31643
Glyma.01G126500	Glyma01g31650
Glyma.01G126600	Glyma01g31660
Glyma.01G126700	Glyma01g31670
Glyma.01G126800	Glyma01g31691
Glyma.01G126900	Glyma01g31711
Glyma.01G127100	Glyma01g31730
Glyma.01G127200	Glyma01g31750
Glyma.01G127300	Glyma01g31801
Glyma.01G127400	Glyma01g31830
Glyma.01G127500	Glyma01g31840
Glyma.01G127600	Glyma01g31850
Glyma.01G127700	Glyma01g31860
Glyma.01G127800	Glyma01g31890
Glyma.01G127900	Glyma01g31900
Glyma.01G128000	Glyma01g31910
Glyma.01G128100	Glyma01g31921
Glyma.01G128200	Glyma01g31930
Glyma.01G128300	Glyma01g31940
Glyma.01G128400	Glyma01g31961
Glyma.01G128600	Glyma01g31980
Glyma.01G128500	Glyma01g31990
Glyma.01G128700	Glyma01g32000
Glyma.01G128800	Glyma01g32020
Glyma.01G128900	Glyma01g32031
Glyma.01G129000	Glyma01g32040
Glyma.01G129100	Glyma01g32070
Glyma.01G129200	Glyma01g32081
Glyma.01G129400	Glyma01g32090
Glyma.01G129500	Glyma01g32103
Glyma.01G129600	Glyma01g32116
Glyma.01G129700	Glyma01g32130
Glyma.01G130000	Glyma01g32140
Glyma.01G130100	Glyma01g32160
Glyma.01G130200	Glyma01g32190
Glyma.01G130300	Glyma01g32211
Glyma.01G130400	Glyma01g32230
Glyma.01G130500	Glyma01g32270
Glyma.01G130700	Glyma01g32291
Glyma.01G130800	Glyma01g32310
Glyma.01G131000	Glyma01g32340
Glyma.01G131100	Glyma01g32360
Glyma.01G131200	Glyma01g32370
Glyma.01G131300	Glyma01g32380
Glyma.01G131400	Glyma01g32390
Glyma.01G131500	Glyma01g32400
Glyma.01G131600	Glyma01g32415
Glyma.01G131800	Glyma01g32430
Glyma.01G131900	Glyma01g32440
Glyma.01G132000	Glyma01g32450
Glyma.01G132100	Glyma01g32460
Glyma.01G132200	Glyma01g32480
Glyma.01G132300	Glyma01g32680
Glyma.01G132400	Glyma01g32690
Glyma.01G132500	Glyma01g32750
Glyma.01G132600	Glyma01g32760
Glyma.01G132800	Glyma01g32790
Glyma.01G132900	Glyma01g32800
Glyma.01G133000	Glyma01g32810
Glyma.01G133100	Glyma01g32825
Glyma.01G133200	Glyma01g32841
Glyma.01G133300	Glyma01g32855
Glyma.01G133400	Glyma01g32870
Glyma.01G133500	Glyma01g32890
Glyma.01G133900	Glyma01g32920
Glyma.01G134100	Glyma01g32961
Glyma.01G134200	Glyma01g32981
Glyma.01G134400	Glyma01g33017
Glyma.01G134500	Glyma01g33034
Glyma.01G134600	Glyma01g33070
Glyma.01G134700	Glyma01g33080
Glyma.01G134800	Glyma01g33097
Glyma.01G135000	Glyma01g33114
Glyma.01G135100	Glyma01g33132
Glyma.01G135200	Glyma01g33150
Glyma.01G135500	Glyma01g33170
Glyma.01G135600	Glyma01g33181
Glyma.01G135800	Glyma01g33191
Glyma.01G135900	Glyma01g33200
Glyma.01G136000	Glyma01g33220
Glyma.01G136100	Glyma01g33240
Glyma.01G136300	Glyma01g33270
Glyma.01G136400	Glyma01g33281
Glyma.01G136500	Glyma01g33290
Glyma.01G136600	Glyma01g33300
Glyma.01G136800	Glyma01g33313
Glyma.01G136900	Glyma01g33326
Glyma.01G137000	Glyma01g33340
Glyma.01G137100	Glyma01g33350
Glyma.01G137200	Glyma01g33370
Glyma.01G137300	Glyma01g33380
Glyma.01G137500	Glyma01g33420
Glyma.01G137600	Glyma01g33430
Glyma.01G137700	Glyma01g33440
Glyma.01G137900	Glyma01g33461
Glyma.01G138000	Glyma01g33480
Glyma.01G138100	Glyma01g33500
Glyma.01G138200	Glyma01g33510
Glyma.01G138300	Glyma01g33520
Glyma.01G138600	Glyma01g33560
Glyma.01G138700	Glyma01g33575
Glyma.01G138800	Glyma01g33600
Glyma.01G139000	Glyma01g33610
Glyma.01G139100	Glyma01g33620
Glyma.01G139300	Glyma01g33635
Glyma.01G139500	Glyma01g33650
Glyma.01G139600	Glyma01g33660
Glyma.01G139700	Glyma01g33676
Glyma.01G139800	Glyma01g33692
Glyma.01G139900	Glyma01g33708
Glyma.01G140100	Glyma01g33724
Glyma.01G140200	Glyma01g33761
Glyma.01G140300	Glyma01g33782
Glyma.01G140400	Glyma01g33824
Glyma.01G140600	Glyma01g33866
Glyma.01G140800	Glyma01g33888
Glyma.01G141100	Glyma01g33960
Glyma.01G141200	Glyma01g34013
Glyma.01G141300	Glyma01g34040
Glyma.01G141400	Glyma01g34060
Glyma.01G141500	Glyma01g34111
Glyma.01G141600	Glyma01g34160
Glyma.01G141700	Glyma01g34180
Glyma.01G141800	Glyma01g34210
Glyma.01G141900	Glyma01g34236
Glyma.01G142000	Glyma01g34250
Glyma.01G142100	Glyma01g34260
Glyma.01G142300	Glyma01g34270
Glyma.01G142400	Glyma01g34300
Glyma.01G142500	Glyma01g34321
Glyma.01G142600	Glyma01g34340
Glyma.01G142700	Glyma01g34350
Glyma.01G142800	Glyma01g34360
Glyma.01G142900	Glyma01g34380
Glyma.01G143000	Glyma01g34400
Glyma.01G143100	Glyma01g34410
Glyma.01G143200	Glyma01g34420
Glyma.01G143400	Glyma01g34466
Glyma.01G143500	Glyma01g34490
Glyma.01G143700	Glyma01g34506
Glyma.01G143800	Glyma01g34523
Glyma.01G143900	Glyma01g34540
Glyma.01G144200	Glyma01g34560
Glyma.01G144300	Glyma01g34570
Glyma.01G144400	Glyma01g34580
Glyma.01G144500	Glyma01g34590
Glyma.01G144600	Glyma01g34605
Glyma.01G144700	Glyma01g34620
Glyma.01G144800	Glyma01g34630
Glyma.01G144900	Glyma01g34650
Glyma.01G145000	Glyma01g34660
Glyma.01G145100	Glyma01g34671
Glyma.01G145200	Glyma01g34680
Glyma.01G145300	Glyma01g34690
Glyma.01G145400	Glyma01g34700
Glyma.01G145500	Glyma01g34710
Glyma.01G145600	Glyma01g34723
Glyma.01G145700	Glyma01g34736
Glyma.01G145800	Glyma01g34750
Glyma.01G145900	Glyma01g34760
Glyma.01G146000	Glyma01g34770
Glyma.01G146100	Glyma01g34780
Glyma.01G146200	Glyma01g34791
Glyma.01G146300	Glyma01g34800
Glyma.01G146400	Glyma01g34820
Glyma.01G146500	Glyma01g34830
Glyma.01G146600	Glyma01g34840
Glyma.01G146700	Glyma01g34890
Glyma.01G146800	Glyma01g34930
Glyma.01G146900	Glyma01g34940
Glyma.01G147100	Glyma01g34950
Glyma.01G147000	Glyma01g34960
Glyma.01G147300	Glyma01g34971
Glyma.01G147400	Glyma01g34980
Glyma.01G147500	Glyma01g34990
Glyma.01G147600	Glyma01g35010
Glyma.01G147700	Glyma01g35030
Glyma.01G147800	Glyma01g35043
Glyma.01G147900	Glyma01g35056
Glyma.01G148000	Glyma01g35070
Glyma.01G148100	Glyma01g35083
Glyma.01G148200	Glyma01g35096
Glyma.01G148300	Glyma01g35110
Glyma.01G148400	Glyma01g35120
Glyma.01G148500	Glyma01g35130
Glyma.01G148600	Glyma01g35145
Glyma.01G148700	Glyma01g35160
Glyma.01G148800	Glyma01g35170
Glyma.01G148900	Glyma01g35180
Glyma.01G149000	Glyma01g35190
Glyma.01G149200	Glyma01g35211
Glyma.01G149300	Glyma01g35220
Glyma.01G149400	Glyma01g35230
Glyma.01G149500	Glyma01g35255
Glyma.01G149700	Glyma01g35280
Glyma.01G149800	Glyma01g35291
Glyma.01G149900	Glyma01g35300
Glyma.01G150000	Glyma01g35310
Glyma.01G150100	Glyma01g35315
Glyma.01G150200	Glyma01g35320
Glyma.01G150300	Glyma01g35330
Glyma.01G150400	Glyma01g35360
Glyma.01G150500	Glyma01g35370
Glyma.01G150600	Glyma01g35381
Glyma.01G150700	Glyma01g35390
Glyma.01G150800	Glyma01g35400
Glyma.01G150900	Glyma01g35410
Glyma.01G151000	Glyma01g35420
Glyma.01G151100	Glyma01g35430
Glyma.01G151200	Glyma01g35440
Glyma.01G151300	Glyma01g35450
Glyma.01G151400	Glyma01g35460
Glyma.01G151500	Glyma01g35470
Glyma.01G151600	Glyma01g35480
Glyma.01G151700	Glyma01g35490
Glyma.01G151800	Glyma01g35500
Glyma.01G151900	Glyma01g35510
Glyma.01G152000	Glyma01g35530
Glyma.01G152100	Glyma01g35540
Glyma.01G152200	Glyma01g35551
Glyma.01G152300	Glyma01g35561
Glyma.01G152400	Glyma01g35570
Glyma.01G152500	Glyma01g35580
Glyma.01G152600	Glyma01g35590
Glyma.01G152700	Glyma01g35600
Glyma.01G152800	Glyma01g35611
Glyma.01G152900	Glyma01g35620
Glyma.01G153000	Glyma01g35630
Glyma.01G153100	Glyma01g35640
Glyma.01G153200	Glyma01g35650
Glyma.01G153300	Glyma01g35660
Glyma.01G153400	Glyma01g35671
Glyma.01G153500	Glyma01g35681
Glyma.01G153600	Glyma01g35690
Glyma.01G153700	Glyma01g35700
Glyma.01G153900	Glyma01g35720
Glyma.01G154000	Glyma01g35740
Glyma.01G154100	Glyma01g35750
Glyma.01G154200	Glyma01g35780
Glyma.01G154300	Glyma01g35790
Glyma.01G154400	Glyma01g35800
Glyma.01G154500	Glyma01g35820
Glyma.01G154700	Glyma01g35850
Glyma.01G154800	Glyma01g35880
Glyma.01G154900	Glyma01g35910
Glyma.01G155000	Glyma01g35920
Glyma.01G155100	Glyma01g35931
Glyma.01G155200	Glyma01g35940
Glyma.01G155300	Glyma01g35950
Glyma.01G155400	Glyma01g35960
Glyma.01G155500	Glyma01g35970
Glyma.01G155600	Glyma01g35980
Glyma.01G155800	Glyma01g35990
Glyma.01G155900	Glyma01g36000
Glyma.01G156000	Glyma01g36011
Glyma.01G156100	Glyma01g36021
Glyma.01G156200	Glyma01g36030
Glyma.01G156400	Glyma01g36040
Glyma.01G156500	Glyma01g36050
Glyma.01G156600	Glyma01g36070
Glyma.01G156700	Glyma01g36080
Glyma.01G156800	Glyma01g36091
Glyma.01G156900	Glyma01g36101
Glyma.01G157000	Glyma01g36110
Glyma.01G157100	Glyma01g36120
Glyma.01G157200	Glyma01g36130
Glyma.01G157300	Glyma01g36145
Glyma.01G157400	Glyma01g36160
Glyma.01G157500	Glyma01g36170
Glyma.01G157600	Glyma01g36180
Glyma.01G157700	Glyma01g36190
Glyma.01G157800	Glyma01g36200
Glyma.01G157900	Glyma01g36210
Glyma.01G158000	Glyma01g36225
Glyma.01G158100	Glyma01g36240
Glyma.01G158200	Glyma01g36260
Glyma.01G158300	Glyma01g36270
Glyma.01G158400	Glyma01g36280
Glyma.01G158500	Glyma01g36290
Glyma.01G158600	Glyma01g36301
Glyma.01G158800	Glyma01g36320
Glyma.01G158900	Glyma01g36330
Glyma.01G159000	Glyma01g36340
Glyma.01G159100	Glyma01g36350
Glyma.01G159200	Glyma01g36360
Glyma.01G159300	Glyma01g36375
Glyma.01G159400	Glyma01g36390
Glyma.01G159500	Glyma01g36410
Glyma.01G159600	Glyma01g36420
Glyma.01G159700	Glyma01g36430
Glyma.01G159800	Glyma01g36440
Glyma.01G159900	Glyma01g36450
Glyma.01G160000	Glyma01g36460
Glyma.01G160100	Glyma01g36480
Glyma.01G160200	Glyma01g36490
Glyma.01G160300	Glyma01g36500
Glyma.01G160400	Glyma01g36510
Glyma.01G160500	Glyma01g36520
Glyma.01G160600	Glyma01g36530
Glyma.01G160900	Glyma01g36560
Glyma.01G161000	Glyma01g36570
Glyma.01G161100	Glyma01g36590
Glyma.01G161200	Glyma01g36600
Glyma.01G161300	Glyma01g36606
Glyma.01G161400	Glyma01g36613
Glyma.01G161500	Glyma01g36620
Glyma.01G161600	Glyma01g36630
Glyma.01G161700	Glyma01g36638
Glyma.01G161800	Glyma01g36654
Glyma.01G161900	Glyma01g36662
Glyma.01G162000	Glyma01g36670
Glyma.01G162100	Glyma01g36680
Glyma.01G162200	Glyma01g36700
Glyma.01G162300	Glyma01g36711
Glyma.01G162500	Glyma01g36720
Glyma.01G162600	Glyma01g36730
Glyma.01G162700	Glyma01g36740
Glyma.01G162800	Glyma01g36750
Glyma.01G162900	Glyma01g36760
Glyma.01G163000	Glyma01g36770
Glyma.01G163100	Glyma01g36780
Glyma.01G163200	Glyma01g36790
Glyma.01G163300	Glyma01g36801
Glyma.01G163500	Glyma01g36810
Glyma.01G163600	Glyma01g36820
Glyma.01G163700	Glyma01g36831
Glyma.01G163800	Glyma01g36840
Glyma.01G163900	Glyma01g36850
Glyma.01G164000	Glyma01g36860
Glyma.01G164100	Glyma01g36870
Glyma.01G164200	Glyma01g36880
Glyma.01G164300	Glyma01g36890
Glyma.01G164400	Glyma01g36900
Glyma.01G164500	Glyma01g36920
Glyma.01G164700	Glyma01g36940
Glyma.01G164800	Glyma01g36950
Glyma.01G164900	Glyma01g36960
Glyma.01G165000	Glyma01g36980
Glyma.01G165100	Glyma01g36990
Glyma.01G165200	Glyma01g37000
Glyma.01G165300	Glyma01g37010
Glyma.01G165400	Glyma01g37020
Glyma.01G165500	Glyma01g37031
